location,date,total
aare_bern_gerberm,2018-03-31,1.38
inn_pradella_kohlt,2017-04-14,0.62
inn_pradella_kohlt,2017-05-23,0.05
inn_pradella_kohlt,2017-06-18,0.05
inn_pradella_kohlt,2017-07-20,0.28
inn_pradella_kohlt,2017-08-20,0.07
inn_pradella_kohlt,2017-09-15,0.02
inn_pradella_kohlt,2017-10-20,0.04
zuerichsee_zurich_kullg,2017-04-15,4.87
zuerichsee_zurich_kullg,2017-05-30,12.95
zuerichsee_zurich_kullg,2017-06-27,12.91
zuerichsee_zurich_kullg,2017-07-28,19.02
zuerichsee_zurich_kullg,2017-08-31,11.59
zuerichsee_zurich_kullg,2017-09-24,7.02
zuerichsee_zurich_kullg,2017-10-22,5.23
zuerichsee_zurich_kullg,2017-11-15,3.32
zuerichsee_zurich_kullg,2017-12-25,2.23
zuerichsee_zurich_kullg,2018-01-24,2.61
zuerichsee_zurich_kullg,2018-02-28,1.63
zuerichsee_zurich_kullg,2018-03-30,1.8
murg_waengi_strickerr,2017-04-15,0.79
murg_waengi_strickerr,2017-06-20,0.08
murg_waengi_strickerr,2017-07-15,0.08
murg_waengi_strickerr,2017-08-22,0.47
murg_waengi_strickerr,2017-11-20,0.47
murg_waengi_strickerr,2017-12-27,0.31
murg_waengi_strickerr,2018-01-28,0.47
murg_waengi_strickerr,2018-02-26,0.23
murg_waengi_strickerr,2018-03-22,0.16
birs_basel_grunern,2017-04-15,3.58
birs_basel_grunern,2017-05-21,2.21
birs_basel_grunern,2017-10-29,5.72
thunersee_spiez_meierd_1,2017-04-16,1.36
thunersee_spiez_meierd_1,2017-05-14,0.55
thunersee_spiez_meierd_1,2017-06-26,1.41
thunersee_spiez_meierd_1,2017-07-17,2.84
thunersee_spiez_meierd_1,2017-08-28,1.44
thunersee_spiez_meierd_1,2017-09-27,0.38
thunersee_spiez_meierd_1,2017-10-19,0.44
thunersee_spiez_meierd_1,2017-11-26,0.46
thunersee_spiez_meierd_1,2017-12-30,0.4
thunersee_spiez_meierd_1,2018-01-15,0.33
thunersee_spiez_meierd_1,2018-02-15,0.36
thunersee_spiez_meierd_1,2018-03-25,0.37
thunersee_spiez_meierd_1,2020-03-08,0.71
zurichsee_wollishofen_langendorfm,2017-04-17,7.96
zurichsee_wollishofen_langendorfm,2017-05-16,5.36
zurichsee_wollishofen_langendorfm,2017-06-18,7.06
zurichsee_wollishofen_langendorfm,2017-07-28,3.0
zurichsee_wollishofen_langendorfm,2017-08-14,4.22
zurichsee_wollishofen_langendorfm,2017-09-21,3.6
zurichsee_wollishofen_langendorfm,2017-10-16,5.08
zurichsee_wollishofen_langendorfm,2017-11-20,2.82
zurichsee_wollishofen_langendorfm,2017-12-12,1.56
zurichsee_wollishofen_langendorfm,2018-01-19,1.56
zurichsee_wollishofen_langendorfm,2018-02-13,0.84
zurichsee_wollishofen_langendorfm,2018-03-22,6.08
sihl_zuerich_scherfs,2017-04-17,0.84
sihl_zuerich_scherfs,2017-05-21,2.37
sihl_zuerich_scherfs,2017-06-25,3.21
sihl_zuerich_scherfs,2017-08-15,1.37
sihl_zuerich_scherfs,2017-09-17,0.57
sihl_zuerich_scherfs,2017-10-30,0.88
sihl_zuerich_scherfs,2017-11-19,0.72
sihl_zuerich_scherfs,2018-02-21,1.0
sihl_zuerich_scherfs,2018-03-24,3.26
zurichsee_kusnachterhorn_thirkell-whitej,2017-04-17,6.18
zurichsee_kusnachterhorn_thirkell-whitej,2017-05-26,4.56
zurichsee_kusnachterhorn_thirkell-whitej,2017-06-18,8.99
zurichsee_kusnachterhorn_thirkell-whitej,2017-07-30,3.26
zurichsee_kusnachterhorn_thirkell-whitej,2017-10-22,3.61
zurichsee_kusnachterhorn_thirkell-whitej,2017-11-28,2.2
zurichsee_kusnachterhorn_thirkell-whitej,2017-12-10,1.34
zurichsee_kusnachterhorn_thirkell-whitej,2018-01-28,3.63
zurichsee_kusnachterhorn_thirkell-whitej,2018-02-28,2.13
zurichsee_kusnachterhorn_thirkell-whitej,2018-03-31,4.77
arve_carouge_battistellak,2017-04-17,2.93
arve_carouge_battistellak,2017-05-25,1.69
arve_carouge_battistellak,2017-06-27,4.22
arve_carouge_battistellak,2017-07-31,2.26
arve_carouge_battistellak,2017-08-28,1.68
arve_carouge_battistellak,2017-09-30,3.05
arve_carouge_battistellak,2017-10-31,0.74
arve_carouge_battistellak,2018-03-18,6.81
birs_reinach_dinuccin,2017-04-18,4.98
birs_reinach_dinuccin,2017-05-29,3.86
birs_reinach_dinuccin,2017-08-25,1.84
birs_reinach_dinuccin,2017-12-27,2.13
birs_reinach_dinuccin,2018-01-31,1.98
birs_reinach_dinuccin,2018-03-29,0.61
rhein_hemishofen_stolll,2017-04-18,12.48
rhein_hemishofen_stolll,2017-05-05,0.27
rhein_hemishofen_stolll,2017-06-17,0.81
rhein_hemishofen_stolll,2017-07-23,0.69
rhein_hemishofen_stolll,2017-08-27,1.02
rhein_hemishofen_stolll,2017-09-30,0.18
rhein_hemishofen_stolll,2017-10-29,0.03
rhein_hemishofen_stolll,2017-11-30,0.15
rhein_hemishofen_stolll,2017-12-31,0.03
rhein_hemishofen_stolll,2018-01-30,0.09
rhein_hemishofen_stolll,2018-02-28,0.03
rhein_hemishofen_stolll,2018-03-16,0.06
zurichsee-feldeggstr-banningersand,2017-04-19,1.74
zurichsee-feldeggstr-banningersand,2017-06-20,5.3
zurichsee-feldeggstr-banningersand,2017-07-20,2.84
zurichsee-feldeggstr-banningersand,2017-08-23,7.66
zurichsee-feldeggstr-banningersand,2017-09-27,5.38
zurichsee-feldeggstr-banningersand,2017-10-25,4.38
zurichsee-feldeggstr-banningersand,2017-11-29,1.12
zurichsee-feldeggstr-banningersand,2018-01-23,3.76
zurichsee-feldeggstr-banningersand,2018-02-24,3.14
zurichsee-feldeggstr-banningersand,2018-03-26,4.41
greifensee_uster_fischerb_-2,2017-04-21,2.08
greifensee_uster_fischerb_-2,2017-05-28,2.4
greifensee_uster_fischerb_-2,2017-06-19,3.44
greifensee_uster_fischerb_-2,2017-07-24,6.04
greifensee_uster_fischerb_-2,2017-08-30,0.56
greifensee_uster_fischerb_-2,2017-09-25,1.28
greifensee_uster_fischerb_-2,2017-10-19,0.84
greifensee_uster_fischerb_-2,2018-03-31,0.64
greifensee_uster_fischerb_1,2017-04-21,1.81
greifensee_uster_fischerb_1,2017-05-28,1.08
greifensee_uster_fischerb_1,2017-06-19,3.11
greifensee_uster_fischerb_1,2017-07-24,7.12
greifensee_uster_fischerb_1,2017-08-30,1.15
greifensee_uster_fischerb_1,2017-09-25,0.26
greifensee_uster_fischerb_1,2017-10-19,0.82
greifensee_uster_fischerb_1,2018-03-31,1.63
aare_solothurn_nguyena,2017-04-21,0.36
aare_solothurn_nguyena,2017-05-10,0.73
aare_solothurn_nguyena,2017-07-23,1.35
unterdsee_ermatingen_brunkem,2017-04-22,3.36
unterdsee_ermatingen_brunkem,2017-06-17,2.56
unterdsee_ermatingen_brunkem,2017-07-28,1.88
unterdsee_ermatingen_brunkem,2017-08-20,2.44
unterdsee_ermatingen_brunkem,2017-12-26,1.96
unterdsee_ermatingen_brunkem,2018-01-14,2.48
bielersee_vinelz_fankhausers,2017-04-22,3.02
bielersee_vinelz_fankhausers,2017-05-27,3.16
bielersee_vinelz_fankhausers,2017-06-30,3.76
bielersee_vinelz_fankhausers,2017-07-29,1.37
bielersee_vinelz_fankhausers,2017-08-26,2.63
bielersee_vinelz_fankhausers,2017-09-29,1.65
bielersee_vinelz_fankhausers,2017-10-29,1.05
bielersee_vinelz_fankhausers,2017-11-30,5.48
bielersee_vinelz_fankhausers,2017-12-30,3.38
bielersee_vinelz_fankhausers,2018-01-31,4.22
bielersee_vinelz_fankhausers,2018-03-31,3.06
birskopfli-rusco,2017-04-22,7.44
birskopfli-rusco,2017-05-21,6.0
birskopfli-rusco,2017-06-26,16.06
birskopfli-rusco,2017-07-25,6.62
birskopfli-rusco,2017-08-29,10.16
birskopfli-rusco,2017-10-03,1.14
birskopfli-rusco,2017-11-05,0.66
birskopfli-rusco,2017-12-03,1.12
birskopfli-rusco,2018-02-11,3.56
birskopfli-rusco,2018-03-08,1.98
bodensee_steinach_dolder_a,2017-04-22,1.34
bodensee_steinach_dolder_a,2017-05-29,1.72
bodensee_steinach_dolder_a,2017-06-29,2.06
bodensee_steinach_dolder_a,2017-07-31,1.56
bodensee_steinach_dolder_a,2017-08-30,2.77
bodensee_steinach_dolder_a,2017-09-30,1.45
bodensee_steinach_dolder_a,2017-10-27,1.22
bodensee_steinach_dolder_a,2017-11-26,1.84
bodensee_steinach_dolder_a,2017-12-29,1.66
bodensee_steinach_dolder_a,2018-01-26,1.33
bodensee_steinach_dolder_a,2018-02-28,1.99
bodensee_steinach_dolder_a,2018-03-24,3.03
rhein_basel_blarerp_1,2017-04-22,7.61
rhein_basel_blarerp_1,2017-05-29,5.74
rhein_basel_blarerp_1,2017-06-21,3.97
rhein_basel_blarerp_1,2017-07-26,6.25
rhein_basel_blarerp_1,2017-08-30,4.85
rhein_basel_blarerp_1,2017-09-28,3.51
rhein_basel_blarerp_1,2017-10-27,2.41
rhein_basel_blarerp_1,2017-11-24,1.63
rhein_basel_blarerp_1,2017-12-16,1.69
rhein_basel_blarerp_1,2018-01-21,1.28
rhein_basel_blarerp_1,2018-02-26,0.85
rhein_basel_blarerp_1,2018-03-25,1.26
sempachersee_sempach_tampec,2017-04-22,66.49
sempachersee_sempach_tampec,2017-05-25,59.09
sempachersee_sempach_tampec,2017-06-27,74.41
sempachersee_sempach_tampec,2017-07-15,35.34
sempachersee_sempach_tampec,2017-08-15,23.16
sempachersee_sempach_tampec,2017-09-15,19.1
sempachersee_sempach_tampec,2017-10-28,17.6
sempachersee_sempach_tampec,2017-11-30,10.81
sempachersee_sempach_tampec,2018-01-29,76.87
sempachersee_sempach_tampec,2018-02-28,53.19
sempachersee_sempach_tampec,2018-03-31,52.86
rhein-beach-tinguely,2017-04-22,14.27
rhein-beach-tinguely,2017-05-20,7.79
rhein-beach-tinguely,2017-06-24,24.93
rhein-beach-tinguely,2017-07-22,12.4
rhein-beach-tinguely,2017-08-19,8.14
rhein-beach-tinguely,2017-09-23,5.47
rhein-beach-tinguely,2017-10-21,5.65
rhein-beach-tinguely,2017-11-25,1.07
rhein-beach-tinguely,2017-12-16,1.13
rhein-beach-tinguely,2018-01-20,0.48
rhein-beach-tinguely,2018-02-24,0.85
rhein-beach-tinguely,2018-03-24,3.85
rhein_basel_blarerp_2,2017-04-22,11.34
rhein_basel_blarerp_2,2017-05-29,9.29
rhein_basel_blarerp_2,2017-06-21,7.07
rhein_basel_blarerp_2,2017-07-26,21.22
rhein_basel_blarerp_2,2017-08-30,12.45
rhein_basel_blarerp_2,2017-09-28,9.32
rhein_basel_blarerp_2,2017-10-27,11.04
rhein_basel_blarerp_2,2017-11-24,6.78
rhein_basel_blarerp_2,2017-12-16,5.06
rhein_basel_blarerp_2,2018-01-21,8.74
rhein_basel_blarerp_2,2018-02-26,4.81
rhein_basel_blarerp_2,2018-03-25,6.93
sihlsee_einsiedeln_schilligerllacherl,2017-04-23,1.69
sihlsee_einsiedeln_schilligerllacherl,2017-05-20,0.45
sihlsee_einsiedeln_schilligerllacherl,2017-06-18,0.39
sihlsee_einsiedeln_schilligerllacherl,2017-07-15,1.08
sihlsee_einsiedeln_schilligerllacherl,2017-08-13,0.13
sihlsee_einsiedeln_schilligerllacherl,2017-09-23,0.65
sihlsee_einsiedeln_schilligerllacherl,2017-10-28,0.35
sihlsee_einsiedeln_schilligerllacherl,2018-03-25,0.79
rhein_basel_hungerbuehlern,2017-04-23,0.57
rhein_basel_hungerbuehlern,2017-05-21,0.12
rhein_basel_hungerbuehlern,2017-06-30,0.06
rhein_basel_hungerbuehlern,2017-08-27,0.09
rhein_basel_hungerbuehlern,2017-09-27,0.21
rhein_basel_hungerbuehlern,2017-10-29,0.15
rhein_basel_hungerbuehlern,2017-11-26,0.03
rhein_basel_hungerbuehlern,2018-03-25,0.24
limmat_unterengstringen_oggierbuhrer,2017-04-23,1.24
limmat_unterengstringen_oggierbuhrer,2017-05-09,0.97
limmat_unterengstringen_oggierbuhrer,2017-06-14,0.93
limmat_unterengstringen_oggierbuhrer,2017-07-15,1.2
limmat_unterengstringen_oggierbuhrer,2017-08-09,1.24
limmat_unterengstringen_oggierbuhrer,2017-09-24,0.65
limmat_unterengstringen_oggierbuhrer,2017-10-16,0.3
limmat_unterengstringen_oggierbuhrer,2017-11-30,0.12
limmat_unterengstringen_oggierbuhrer,2017-12-27,1.12
limmat_unterengstringen_oggierbuhrer,2018-01-19,0.85
limmat_unterengstringen_oggierbuhrer,2018-02-14,0.26
limmat_unterengstringen_oggierbuhrer,2018-03-07,1.0
aare_koniz_hoppej,2017-04-23,1.73
aare_koniz_hoppej,2017-06-28,7.92
aare_koniz_hoppej,2017-07-24,4.86
aare_koniz_hoppej,2017-08-28,4.91
aare_koniz_hoppej,2017-09-25,6.08
aare_koniz_hoppej,2017-10-23,1.49
aare_koniz_hoppej,2017-11-20,0.76
aare_koniz_hoppej,2017-12-25,2.16
aare_koniz_hoppej,2018-01-24,1.74
aare_koniz_hoppej,2018-02-19,1.12
aare_koniz_hoppej,2018-03-26,1.43
toss_bauma_kurthe,2017-04-24,1.36
toss_bauma_kurthe,2017-05-28,0.39
toss_bauma_kurthe,2017-06-27,0.79
toss_bauma_kurthe,2017-08-07,0.14
toss_bauma_kurthe,2017-08-29,0.12
toss_bauma_kurthe,2017-09-28,0.17
langete_langenthal_geiserm,2017-04-24,4.34
langete_langenthal_geiserm,2017-05-24,1.92
langete_langenthal_geiserm,2017-06-22,1.98
langete_langenthal_geiserm,2017-07-24,2.84
langete_langenthal_geiserm,2017-08-21,2.05
langete_langenthal_geiserm,2017-09-21,1.2
langete_langenthal_geiserm,2017-10-25,0.84
langete_langenthal_geiserm,2017-11-22,1.56
langete_langenthal_geiserm,2018-01-30,1.34
langete_langenthal_geiserm,2018-02-27,1.71
langete_langenthal_geiserm,2018-03-30,1.55
sihl_adliswil_oggi_fort,2017-04-24,0.86
sihl_adliswil_oggi_fort,2017-05-12,1.03
sihl_adliswil_oggi_fort,2017-06-13,1.76
sihl_adliswil_oggi_fort,2017-07-24,1.22
sihl_adliswil_oggi_fort,2017-08-21,1.53
sihl_adliswil_oggi_fort,2017-09-18,0.7
sihl_adliswil_oggi_fort,2017-10-19,1.53
sihl_adliswil_oggi_fort,2017-11-29,2.09
sihl_adliswil_oggi_fort,2017-12-27,1.1
sihl_adliswil_oggi_fort,2018-01-26,1.52
sihl_adliswil_oggi_fort,2018-02-23,1.84
sihl_adliswil_oggi_fort,2018-03-17,2.49
zuerichsee_staefa_hennm,2017-04-24,15.51
zuerichsee_staefa_hennm,2017-05-22,5.9
zuerichsee_staefa_hennm,2017-06-26,8.88
zuerichsee_staefa_hennm,2017-08-18,6.51
zuerichsee_staefa_hennm,2017-09-29,7.69
zuerichsee_staefa_hennm,2017-11-23,7.96
zuerichsee_staefa_hennm,2018-01-19,3.35
zuerichsee_staefa_hennm,2018-03-09,10.32
reuss,2017-04-24,0.25
sense_torishaus_g-cubes,2017-04-24,3.01
sense_torishaus_g-cubes,2017-05-19,2.4
sense_torishaus_g-cubes,2017-07-18,1.56
sense_torishaus_g-cubes,2017-09-19,2.37
sense_torishaus_g-cubes,2017-10-20,2.69
sense_torishaus_g-cubes,2017-11-25,1.42
sense_torishaus_g-cubes,2018-01-16,1.0
sense_torishaus_g-cubes,2018-02-26,0.76
sense_torishaus_g-cubes,2018-03-23,2.63
reuss_ottenbach_schoenenbergerl,2017-04-27,1.81
reuss_ottenbach_schoenenbergerl,2017-05-28,3.35
reuss_ottenbach_schoenenbergerl,2017-06-24,4.09
reuss_ottenbach_schoenenbergerl,2017-07-30,3.81
reuss_ottenbach_schoenenbergerl,2017-08-27,2.36
reuss_ottenbach_schoenenbergerl,2017-09-25,0.91
reuss_ottenbach_schoenenbergerl,2017-10-29,0.54
reuss_ottenbach_schoenenbergerl,2017-11-26,0.27
reuss_ottenbach_schoenenbergerl,2017-12-31,0.72
reuss_ottenbach_schoenenbergerl,2018-01-28,0.99
reuss_ottenbach_schoenenbergerl,2018-02-25,0.63
reuss_ottenbach_schoenenbergerl,2018-03-25,0.54
sihl_horgen_bucherf,2017-04-27,0.12
sihl_horgen_bucherf,2017-05-25,0.6
sihl_horgen_bucherf,2017-06-22,0.81
sihl_horgen_bucherf,2017-07-20,0.86
sihl_horgen_bucherf,2017-08-24,0.24
sihl_horgen_bucherf,2017-09-21,0.44
sihl_horgen_bucherf,2017-12-27,2.23
sihl_horgen_bucherf,2018-01-26,2.47
sihl_horgen_bucherf,2018-02-23,2.41
emme_biberist_jennim,2017-04-28,0.54
emme_biberist_jennim,2017-05-19,0.68
emme_biberist_jennim,2017-06-04,3.36
emme_biberist_jennim,2017-07-04,1.49
emme_biberist_jennim,2017-08-07,1.95
emme_biberist_jennim,2017-09-08,1.82
emme_biberist_jennim,2017-10-18,1.33
emme_biberist_jennim,2017-11-16,0.82
emme_biberist_jennim,2017-12-14,0.62
emme_biberist_jennim,2018-01-11,0.95
emme_biberist_jennim,2018-02-02,1.01
emme_biberist_jennim,2018-03-08,0.88
greifensee_maur_simmenc,2017-04-29,0.93
greifensee_maur_simmenc,2017-05-31,3.68
greifensee_maur_simmenc,2017-06-30,3.11
greifensee_fallanden_simmenc,2017-04-29,1.63
birs_basel_laderachs,2017-04-29,1.47
birs_basel_laderachs,2017-05-28,3.71
birs_basel_laderachs,2017-06-30,2.42
birs_basel_laderachs,2017-07-31,3.36
birs_basel_laderachs,2017-09-30,2.28
birs_basel_laderachs,2017-12-30,0.72
birs_basel_laderachs,2018-02-28,0.52
birs_basel_laderachs,2018-03-24,1.12
toss_kollbrunn_burgid,2017-04-29,0.87
toss_kollbrunn_burgid,2017-05-28,0.55
toss_kollbrunn_burgid,2017-06-30,0.48
toss_kollbrunn_burgid,2017-07-21,0.24
toss_kollbrunn_burgid,2017-08-30,0.11
toss_kollbrunn_burgid,2017-09-29,0.1
aare_elfenau_cataldiv,2017-04-29,0.2
aare_elfenau_cataldiv,2017-05-20,0.15
aare_elfenau_cataldiv,2017-06-29,3.85
aare_elfenau_cataldiv,2017-07-23,0.36
aare_elfenau_cataldiv,2017-09-09,5.42
aare_elfenau_cataldiv,2018-01-06,0.1
limmat_zuerich_wagnerc,2017-04-30,0.54
limmat_zuerich_wagnerc,2017-05-30,1.12
limmat_zuerich_wagnerc,2017-06-30,1.71
limmat_zuerich_wagnerc,2017-07-27,0.09
limmat_zuerich_wagnerc,2017-08-31,0.26
limmat_zuerich_wagnerc,2017-10-07,0.12
limmat_zuerich_wagnerc,2017-11-03,0.61
limmat_zuerich_wagnerc,2017-12-31,0.33
limmat_zuerich_wagnerc,2018-03-30,0.69
lacleman_vidy_santie,2017-04-30,11.77
lacleman_vidy_santie,2017-05-23,18.61
lacleman_vidy_santie,2017-06-16,13.75
lacleman_vidy_santie,2017-07-21,8.55
lacleman_vidy_santie,2017-08-25,10.07
lacleman_vidy_santie,2017-09-26,6.25
lacleman_vidy_santie,2017-10-24,4.02
lacleman_vidy_santie,2017-11-17,2.9
lacleman_vidy_santie,2017-12-26,3.35
lacleman_vidy_santie,2018-01-23,6.5
lacleman_vidy_santie,2018-02-26,7.68
lacleman_vidy_santie,2018-03-26,9.23
katzenbach_zuerich_sanesim,2017-04-30,0.07
katzenbach_zuerich_sanesim,2017-05-25,0.09
katzenbach_zuerich_sanesim,2017-06-29,0.07
katzenbach_zuerich_sanesim,2017-07-18,0.17
katzenbach_zuerich_sanesim,2017-08-21,0.14
katzenbach_zuerich_sanesim,2017-09-28,0.15
katzenbach_zuerich_sanesim,2017-10-31,0.14
katzenbach_zuerich_sanesim,2017-11-29,0.15
katzenbach_zuerich_sanesim,2017-12-31,0.09
katzenbach_zuerich_sanesim,2018-01-24,0.02
katzenbach_zuerich_sanesim,2018-02-28,0.12
katzenbach_zuerich_sanesim,2018-03-24,0.08
bodensee_horn_huberm,2017-04-30,13.43
rhein_basel,2017-04-30,3.01
rhein_basel,2017-05-24,1.59
rhein_basel,2017-06-01,3.41
rhein_basel,2017-07-31,4.3
rhein_basel,2017-08-30,3.68
zugersee_immensee_guedesd,2017-04-30,8.15
zugersee_immensee_guedesd,2017-05-31,6.35
zugersee_immensee_guedesd,2017-06-30,7.49
zugersee_immensee_guedesd,2017-07-27,5.27
zugersee_immensee_guedesd,2017-08-31,7.05
zugersee_immensee_guedesd,2017-09-28,7.36
zugersee_immensee_guedesd,2017-10-27,6.9
zugersee_immensee_guedesd,2018-01-30,8.31
zugersee_immensee_guedesd,2018-03-31,3.99
reuss_stkarli_linigersimhofy,2017-04-30,8.7
reuss_stkarli_linigersimhofy,2017-05-04,1.2
reuss_stkarli_linigersimhofy,2017-07-07,3.34
reuss_stkarli_linigersimhofy,2017-10-06,1.97
greifensee_greifensee_simmenc,2017-04-30,7.24
greifensee_greifensee_simmenc,2017-05-30,38.0
greifensee_greifensee_simmenc,2017-06-29,15.19
greifensee_greifensee_simmenc,2017-08-02,16.57
greifensee_greifensee_simmenc,2017-10-05,7.41
greifensee_greifensee_simmenc,2017-12-31,5.36
greifensee_greifensee_simmenc,2018-01-31,6.7
greifensee_greifensee_simmenc,2018-02-28,4.88
greifensee_greifensee_simmenc,2018-03-31,4.97
thur_schwarzenbach_meiliw,2017-05-03,0.54
thur_schwarzenbach_meiliw,2017-06-09,0.7
thur_schwarzenbach_meiliw,2017-06-29,1.46
thur_schwarzenbach_meiliw,2017-07-30,0.85
thur_schwarzenbach_meiliw,2017-08-30,0.51
thur_schwarzenbach_meiliw,2017-09-30,0.15
thur_schwarzenbach_meiliw,2017-10-30,0.29
thur_schwarzenbach_meiliw,2017-11-30,0.21
thur_schwarzenbach_meiliw,2017-12-30,0.28
thur_schwarzenbach_meiliw,2018-01-30,0.64
ognonnaz-1,2017-05-03,2.85
limmat_zurich_mortensena_meiera,2017-05-04,1.56
limmat_zurich_mortensena_meiera,2017-06-23,11.1
limmat_zurich_mortensena_meiera,2017-08-07,1.32
rhein_laag_jungbluthn,2017-05-06,0.09
rhein_laag_jungbluthn,2017-05-12,0.04
rhein_laag_jungbluthn,2017-06-01,0.05
rhein_laag_jungbluthn,2017-06-18,0.03
rhein_laag_jungbluthn,2017-06-25,0.01
rhein_laag_jungbluthn,2017-07-09,0.02
rhein_laag_jungbluthn,2017-07-22,0.04
rhein_laag_jungbluthn,2017-08-02,0.13
rhein_laag_jungbluthn,2017-08-20,0.01
rhein_laag_jungbluthn,2017-08-27,0.03
rhein_laag_jungbluthn,2017-09-10,0.03
rhein_laag_jungbluthn,2017-09-24,0.02
rhein_laag_jungbluthn,2017-09-27,0.01
rhein_laag_jungbluthn,2017-10-04,0.02
rhein_laag_jungbluthn,2017-10-21,0.01
rhein_laag_jungbluthn,2017-12-15,0.03
rhein_laag_jungbluthn,2018-03-14,0.05
sihl_menzingen_kucharska_magdalena,2017-05-08,0.08
sihl_menzingen_kucharska_magdalena,2017-06-01,0.3
sihl_menzingen_kucharska_magdalena,2017-07-15,0.12
sihl_menzingen_kucharska_magdalena,2017-08-20,0.1
sihl_menzingen_kucharska_magdalena,2017-09-30,0.06
sihl_menzingen_kucharska_magdalena,2018-01-29,0.06
sihl_menzingen_kucharska_magdalena,2018-02-26,0.1
sihl_menzingen_kucharska_magdalena,2018-03-24,0.2
lac-leman-hammerdirt,2017-05-19,28.44
lotschebach_bern_scheurerk,2017-05-21,0.28
lotschebach_bern_scheurerk,2017-07-09,0.01
lotschebach_bern_scheurerk,2017-08-26,0.06
lotschebach_bern_scheurerk,2017-11-22,0.04
lotschebach_bern_scheurerk,2018-01-29,0.15
lotschebach_bern_scheurerk,2018-02-20,0.07
lotschebach_bern_scheurerk,2018-03-14,0.11
glatt_oerlikon_covosn,2017-05-21,2.34
glatt_oerlikon_covosn,2017-07-09,1.66
glatt_oerlikon_covosn,2017-08-30,0.17
glatt_oerlikon_covosn,2017-10-15,2.18
glatt_oerlikon_covosn,2018-01-21,1.84
glatt_oerlikon_covosn,2018-02-25,1.84
glatt_oerlikon_covosn,2018-03-24,1.67
vorderrhein_disentis_schmidn,2017-05-23,2.15
vorderrhein_disentis_schmidn,2017-06-29,1.05
vorderrhein_disentis_schmidn,2017-07-30,0.79
vorderrhein_disentis_schmidn,2017-08-30,0.32
vorderrhein_disentis_schmidn,2017-09-17,0.37
vorderrhein_disentis_schmidn,2017-10-31,0.16
vorderrhein_disentis_schmidn,2017-11-30,0.05
vorderrhein_disentis_schmidn,2018-01-17,0.05
vorderrhein_disentis_schmidn,2018-03-29,0.26
walensee_walenstadt_wysse,2017-05-24,7.89
walensee_walenstadt_wysse,2017-06-14,7.37
walensee_walenstadt_wysse,2017-07-22,13.45
walensee_walenstadt_wysse,2017-08-23,21.79
walensee_walenstadt_wysse,2017-09-30,28.14
walensee_walenstadt_wysse,2017-10-27,7.38
walensee_walenstadt_wysse,2017-12-13,4.42
walensee_walenstadt_wysse,2017-12-30,4.98
walensee_walenstadt_wysse,2018-01-24,5.89
walensee_walenstadt_wysse,2018-02-28,6.14
walensee_walenstadt_wysse,2018-03-28,17.71
lacleman_gland_kubela,2017-05-25,13.85
lacleman_gland_kubela,2017-06-28,6.83
lacleman_gland_kubela,2017-07-25,6.29
lacleman_gland_kubela,2017-08-29,4.0
lacleman_gland_kubela,2017-09-28,5.84
lacleman_gland_kubela,2017-10-26,0.98
lacleman_gland_kubela,2017-11-28,5.26
lacleman_gland_kubela,2017-12-16,2.69
lacleman_gland_kubela,2018-01-19,3.41
lacleman_gland_kubela,2018-02-19,0.71
lacleman_gland_kubela,2018-03-18,31.98
limmat_dietikon_keiserp,2017-05-27,2.52
limmat_dietikon_keiserp,2017-06-26,3.79
limmat_dietikon_keiserp,2017-08-03,1.58
limmat_dietikon_keiserp,2017-09-30,0.62
limmat_dietikon_keiserp,2017-10-28,0.67
limmat_dietikon_keiserp,2017-11-27,0.51
limmat_dietikon_keiserp,2017-12-29,0.59
limmat_dietikon_keiserp,2018-01-29,0.81
limmat_dietikon_keiserp,2018-03-29,1.52
schiffenensee_duedingen_hirschij,2017-05-29,0.19
schiffenensee_duedingen_hirschij,2017-06-27,0.92
sihl_zurich_himmelhebern,2017-06-23,0.63
sihl_zurich_himmelhebern,2017-07-30,0.76
sihl_zurich_himmelhebern,2018-03-30,0.33
sihl_zuerich_eichenbergerd,2017-06-23,0.16
sihl_zuerich_eichenbergerd,2017-07-31,2.03
sihl_zuerich_eichenbergerd,2017-08-27,0.12
sihl_zuerich_eichenbergerd,2017-11-29,0.11
sihl_zuerich_eichenbergerd,2018-03-30,0.35
lacleman_gland_lecoanets,2017-07-11,0.55
lacleman_gland_lecoanets,2017-08-07,1.27
lacleman_gland_lecoanets,2017-09-12,0.74
lacleman_gland_lecoanets,2017-10-10,0.81
lacleman_gland_lecoanets,2017-11-17,1.0
lacleman_gland_lecoanets,2017-12-16,0.29
lacleman_gland_lecoanets,2018-01-19,0.23
lacleman_gland_lecoanets,2018-02-19,0.1
lacleman_gland_lecoanets,2018-03-18,3.95
bodensee_thal_schlachterj_1,2017-10-29,0.43
bodensee_thal_schlachterj_1,2017-11-30,0.95
bodensee_thal_schlachterj_1,2017-12-29,0.61
goldach_goldach_schlachterj,2017-10-29,0.4
goldach_goldach_schlachterj,2017-11-30,0.15
goldach_goldach_schlachterj,2017-12-29,0.31
anarchy-beach,2018-04-02,14.44
preverenges,2018-05-04,1.44
preverenges,2018-07-11,4.78
tiger-duck-beach,2018-10-16,77.1
saint-sulpice,2018-11-06,8.19
baby-plage-geneva,2019-01-16,9.21
rolle-plage,2019-10-24,9.75
